Attaching to keycloak-ciba
keycloak-ciba  | Updating the configuration and installing your custom providers, if any. Please wait.
keycloak-ciba  | 2025-06-19 17:37:59,761 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper end
keycloak-ciba  | 2025-06-19 17:38:04,760 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) new JtaTransactionWrapper
keycloak-ciba  | 2025-06-19 17:38:04,761 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) was existing? false
keycloak-ciba  | 2025-06-19 17:38:04,761 DEBUG [org.keycloak.services.scheduled.ScheduledTaskRunner] (Timer-0) Executed scheduled task PropagateLastSessionRefreshTask
keycloak-ciba  | 2025-06-19 17:38:04,761 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper  commit
keycloak-ciba  | 2025-06-19 17:38:04,761 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper end
keycloak-ciba  | 2025-06-19 17:38:09,761 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) new JtaTransactionWrapper
keycloak-ciba  | 2025-06-19 17:38:09,761 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) was existing? false
keycloak-ciba  | 2025-06-19 17:38:09,761 DEBUG [org.keycloak.services.scheduled.ScheduledTaskRunner] (Timer-0) Executed scheduled task PropagateLastSessionRefreshTask
keycloak-ciba  | 2025-06-19 17:38:09,762 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper  commit
keycloak-ciba  | 2025-06-19 17:38:09,762 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper end
keycloak-ciba  | 2025-06-19 17:38:14,761 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) new JtaTransactionWrapper
keycloak-ciba  | 2025-06-19 17:38:14,761 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) was existing? false
keycloak-ciba  | 2025-06-19 17:38:14,762 DEBUG [org.keycloak.services.scheduled.ScheduledTaskRunner] (Timer-0) Executed scheduled task PropagateLastSessionRefreshTask
keycloak-ciba  | 2025-06-19 17:38:14,762 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper  commit
keycloak-ciba  | 2025-06-19 17:38:14,762 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper end
keycloak-ciba  | 2025-06-19 17:38:19,762 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) new JtaTransactionWrapper
keycloak-ciba  | 2025-06-19 17:38:19,762 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) was existing? false
keycloak-ciba  | 2025-06-19 17:38:19,762 DEBUG [org.keycloak.services.scheduled.ScheduledTaskRunner] (Timer-0) Executed scheduled task PropagateLastSessionRefreshTask
keycloak-ciba  | 2025-06-19 17:38:19,762 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper  commit
keycloak-ciba  | 2025-06-19 17:38:19,763 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper end
keycloak-ciba  | 2025-06-19 17:38:24,762 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) new JtaTransactionWrapper
keycloak-ciba  | 2025-06-19 17:38:24,762 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) was existing? false
keycloak-ciba  | 2025-06-19 17:38:24,762 DEBUG [org.keycloak.services.scheduled.ScheduledTaskRunner] (Timer-0) Executed scheduled task PropagateLastSessionRefreshTask
keycloak-ciba  | 2025-06-19 17:38:24,763 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper  commit
keycloak-ciba  | 2025-06-19 17:38:24,763 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper end
keycloak-ciba  | 2025-06-19 17:38:29,762 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) new JtaTransactionWrapper
keycloak-ciba  | 2025-06-19 17:38:29,762 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) was existing? false
keycloak-ciba  | 2025-06-19 17:38:29,763 DEBUG [org.keycloak.models.sessions.infinispan.changes.sessions.PersisterLastSessionRefreshStore] (Timer-0) Updating 0 userSessions with lastSessionRefresh: 1750354649
keycloak-ciba  | 2025-06-19 17:38:29,763 DEBUG [org.keycloak.services.scheduled.ScheduledTaskRunner] (Timer-0) Executed scheduled task PropagateLastSessionRefreshTask
keycloak-ciba  | 2025-06-19 17:38:29,763 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper  commit
keycloak-ciba  | 2025-06-19 17:38:29,764 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper end
keycloak-ciba  | 2025-06-19 17:38:34,762 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) new JtaTransactionWrapper
keycloak-ciba  | 2025-06-19 17:38:34,762 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) was existing? false
keycloak-ciba  | 2025-06-19 17:38:34,763 DEBUG [org.keycloak.services.scheduled.ScheduledTaskRunner] (Timer-0) Executed scheduled task PropagateLastSessionRefreshTask
keycloak-ciba  | 2025-06-19 17:38:34,763 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper  commit
keycloak-ciba  | 2025-06-19 17:38:34,763 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper end
keycloak-ciba  | 2025-06-19 17:38:39,763 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) new JtaTransactionWrapper
keycloak-ciba  | 2025-06-19 17:38:39,763 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) was existing? false
keycloak-ciba  | 2025-06-19 17:38:39,763 DEBUG [org.keycloak.services.scheduled.ScheduledTaskRunner] (Timer-0) Executed scheduled task PropagateLastSessionRefreshTask
keycloak-ciba  | 2025-06-19 17:38:39,764 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper  commit
keycloak-ciba  | 2025-06-19 17:38:39,764 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper end
keycloak-ciba  | 2025-06-19 17:38:44,762 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) new JtaTransactionWrapper
keycloak-ciba  | 2025-06-19 17:38:44,762 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) was existing? false
keycloak-ciba  | 2025-06-19 17:38:44,762 DEBUG [org.keycloak.services.scheduled.ScheduledTaskRunner] (Timer-0) Executed scheduled task PropagateLastSessionRefreshTask
keycloak-ciba  | 2025-06-19 17:38:44,762 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper  commit
keycloak-ciba  | 2025-06-19 17:38:44,762 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper end
keycloak-ciba  | 2025-06-19 17:38:49,762 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) new JtaTransactionWrapper
keycloak-ciba  | 2025-06-19 17:38:49,762 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) was existing? false
keycloak-ciba  | 2025-06-19 17:38:49,762 DEBUG [org.keycloak.services.scheduled.ScheduledTaskRunner] (Timer-0) Executed scheduled task PropagateLastSessionRefreshTask
keycloak-ciba  | 2025-06-19 17:38:49,762 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper  commit
keycloak-ciba  | 2025-06-19 17:38:49,762 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper end
keycloak-ciba  | 2025-06-19 17:38:54,762 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) new JtaTransactionWrapper
keycloak-ciba  | 2025-06-19 17:38:54,763 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) was existing? false
keycloak-ciba  | 2025-06-19 17:38:54,763 DEBUG [org.keycloak.services.scheduled.ScheduledTaskRunner] (Timer-0) Executed scheduled task PropagateLastSessionRefreshTask
keycloak-ciba  | 2025-06-19 17:38:54,763 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper  commit
keycloak-ciba  | 2025-06-19 17:38:54,763 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper end
keycloak-ciba  | 2025-06-19 17:38:59,763 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) new JtaTransactionWrapper
keycloak-ciba  | 2025-06-19 17:38:59,763 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) was existing? false
keycloak-ciba  | 2025-06-19 17:38:59,763 DEBUG [org.keycloak.services.scheduled.ScheduledTaskRunner] (Timer-0) Executed scheduled task PropagateLastSessionRefreshTask
keycloak-ciba  | 2025-06-19 17:38:59,763 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper  commit
keycloak-ciba  | 2025-06-19 17:38:59,763 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper end
keycloak-ciba  | 2025-06-19 17:39:04,763 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) new JtaTransactionWrapper
keycloak-ciba  | 2025-06-19 17:39:04,763 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) was existing? false
keycloak-ciba  | 2025-06-19 17:39:04,764 DEBUG [org.keycloak.services.scheduled.ScheduledTaskRunner] (Timer-0) Executed scheduled task PropagateLastSessionRefreshTask
keycloak-ciba  | 2025-06-19 17:39:04,764 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper  commit
keycloak-ciba  | 2025-06-19 17:39:04,764 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper end
keycloak-ciba  | 2025-06-19 17:39:09,763 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) new JtaTransactionWrapper
keycloak-ciba  | 2025-06-19 17:39:09,764 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) was existing? false
keycloak-ciba  | 2025-06-19 17:39:09,764 DEBUG [org.keycloak.services.scheduled.ScheduledTaskRunner] (Timer-0) Executed scheduled task PropagateLastSessionRefreshTask
keycloak-ciba  | 2025-06-19 17:39:09,764 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper  commit
keycloak-ciba  | 2025-06-19 17:39:09,765 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper end
keycloak-ciba  | 2025-06-19 17:39:14,763 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) new JtaTransactionWrapper
keycloak-ciba  | 2025-06-19 17:39:14,763 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) was existing? false
keycloak-ciba  | 2025-06-19 17:39:14,764 DEBUG [org.keycloak.services.scheduled.ScheduledTaskRunner] (Timer-0) Executed scheduled task PropagateLastSessionRefreshTask
keycloak-ciba  | 2025-06-19 17:39:14,764 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper  commit
keycloak-ciba  | 2025-06-19 17:39:14,764 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper end
keycloak-ciba  | 2025-06-19 17:39:19,763 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) new JtaTransactionWrapper
keycloak-ciba  | 2025-06-19 17:39:19,763 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) was existing? false
keycloak-ciba  | 2025-06-19 17:39:19,764 DEBUG [org.keycloak.services.scheduled.ScheduledTaskRunner] (Timer-0) Executed scheduled task PropagateLastSessionRefreshTask
keycloak-ciba  | 2025-06-19 17:39:19,764 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper  commit
keycloak-ciba  | 2025-06-19 17:39:19,764 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper end
keycloak-ciba  | 2025-06-19 17:39:24,763 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) new JtaTransactionWrapper
keycloak-ciba  | 2025-06-19 17:39:24,763 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) was existing? false
keycloak-ciba  | 2025-06-19 17:39:24,764 DEBUG [org.keycloak.services.scheduled.ScheduledTaskRunner] (Timer-0) Executed scheduled task PropagateLastSessionRefreshTask
keycloak-ciba  | 2025-06-19 17:39:24,764 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper  commit
keycloak-ciba  | 2025-06-19 17:39:24,764 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper end
keycloak-ciba  | 2025-06-19 17:39:29,763 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) new JtaTransactionWrapper
keycloak-ciba  | 2025-06-19 17:39:29,763 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) was existing? false
keycloak-ciba  | 2025-06-19 17:39:29,763 DEBUG [org.keycloak.models.sessions.infinispan.changes.sessions.PersisterLastSessionRefreshStore] (Timer-0) Updating 0 userSessions with lastSessionRefresh: 1750354709
keycloak-ciba  | 2025-06-19 17:39:29,763 DEBUG [org.keycloak.services.scheduled.ScheduledTaskRunner] (Timer-0) Executed scheduled task PropagateLastSessionRefreshTask
keycloak-ciba  | 2025-06-19 17:39:29,763 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper  commit
keycloak-ciba  | 2025-06-19 17:39:29,763 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper end
keycloak-ciba  | 2025-06-19 17:39:34,763 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) new JtaTransactionWrapper
keycloak-ciba  | 2025-06-19 17:39:34,763 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) was existing? false
keycloak-ciba  | 2025-06-19 17:39:34,764 DEBUG [org.keycloak.services.scheduled.ScheduledTaskRunner] (Timer-0) Executed scheduled task PropagateLastSessionRefreshTask
keycloak-ciba  | 2025-06-19 17:39:34,764 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper  commit
keycloak-ciba  | 2025-06-19 17:39:34,764 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper end
keycloak-ciba  | 2025-06-19 17:39:39,763 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) new JtaTransactionWrapper
keycloak-ciba  | 2025-06-19 17:39:39,763 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) was existing? false
keycloak-ciba  | 2025-06-19 17:39:39,763 DEBUG [org.keycloak.services.scheduled.ScheduledTaskRunner] (Timer-0) Executed scheduled task PropagateLastSessionRefreshTask
keycloak-ciba  | 2025-06-19 17:39:39,763 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper  commit
keycloak-ciba  | 2025-06-19 17:39:39,763 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper end
keycloak-ciba  | 2025-06-19 17:39:44,763 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) new JtaTransactionWrapper
keycloak-ciba  | 2025-06-19 17:39:44,763 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) was existing? false
keycloak-ciba  | 2025-06-19 17:39:44,764 DEBUG [org.keycloak.services.scheduled.ScheduledTaskRunner] (Timer-0) Executed scheduled task PropagateLastSessionRefreshTask
keycloak-ciba  | 2025-06-19 17:39:44,764 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper  commit
keycloak-ciba  | 2025-06-19 17:39:44,764 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper end
keycloak-ciba  | 2025-06-19 17:39:49,763 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) new JtaTransactionWrapper
keycloak-ciba  | 2025-06-19 17:39:49,763 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) was existing? false
keycloak-ciba  | 2025-06-19 17:39:49,763 DEBUG [org.keycloak.services.scheduled.ScheduledTaskRunner] (Timer-0) Executed scheduled task PropagateLastSessionRefreshTask
keycloak-ciba  | 2025-06-19 17:39:49,763 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper  commit
keycloak-ciba  | 2025-06-19 17:39:49,763 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper end
keycloak-ciba  | 2025-06-19 17:39:54,763 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) new JtaTransactionWrapper
keycloak-ciba  | 2025-06-19 17:39:54,763 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) was existing? false
keycloak-ciba  | 2025-06-19 17:39:54,764 DEBUG [org.keycloak.services.scheduled.ScheduledTaskRunner] (Timer-0) Executed scheduled task PropagateLastSessionRefreshTask
keycloak-ciba  | 2025-06-19 17:39:54,764 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper  commit
keycloak-ciba  | 2025-06-19 17:39:54,764 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper end
keycloak-ciba  | 2025-06-19 17:39:59,763 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) new JtaTransactionWrapper
keycloak-ciba  | 2025-06-19 17:39:59,763 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) was existing? false
keycloak-ciba  | 2025-06-19 17:39:59,763 DEBUG [org.keycloak.services.scheduled.ScheduledTaskRunner] (Timer-0) Executed scheduled task PropagateLastSessionRefreshTask
keycloak-ciba  | 2025-06-19 17:39:59,763 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper  commit
keycloak-ciba  | 2025-06-19 17:39:59,763 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper end
keycloak-ciba  | 2025-06-19 17:40:04,763 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) new JtaTransactionWrapper
keycloak-ciba  | 2025-06-19 17:40:04,764 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) was existing? false
keycloak-ciba  | 2025-06-19 17:40:04,764 DEBUG [org.keycloak.services.scheduled.ScheduledTaskRunner] (Timer-0) Executed scheduled task PropagateLastSessionRefreshTask
keycloak-ciba  | 2025-06-19 17:40:04,764 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper  commit
keycloak-ciba  | 2025-06-19 17:40:04,764 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper end
keycloak-ciba  | 2025-06-19 17:40:09,763 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) new JtaTransactionWrapper
keycloak-ciba  | 2025-06-19 17:40:09,763 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) was existing? false
keycloak-ciba  | 2025-06-19 17:40:09,763 DEBUG [org.keycloak.services.scheduled.ScheduledTaskRunner] (Timer-0) Executed scheduled task PropagateLastSessionRefreshTask
keycloak-ciba  | 2025-06-19 17:40:09,763 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper  commit
keycloak-ciba  | 2025-06-19 17:40:09,763 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper end
keycloak-ciba  | 2025-06-19 17:40:14,764 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) new JtaTransactionWrapper
keycloak-ciba  | 2025-06-19 17:40:14,764 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) was existing? false
keycloak-ciba  | 2025-06-19 17:40:14,764 DEBUG [org.keycloak.services.scheduled.ScheduledTaskRunner] (Timer-0) Executed scheduled task PropagateLastSessionRefreshTask
keycloak-ciba  | 2025-06-19 17:40:14,765 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper  commit
keycloak-ciba  | 2025-06-19 17:40:14,765 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper end
keycloak-ciba  | 2025-06-19 17:40:19,763 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) new JtaTransactionWrapper
keycloak-ciba  | 2025-06-19 17:40:19,764 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) was existing? false
keycloak-ciba  | 2025-06-19 17:40:19,764 DEBUG [org.keycloak.services.scheduled.ScheduledTaskRunner] (Timer-0) Executed scheduled task PropagateLastSessionRefreshTask
keycloak-ciba  | 2025-06-19 17:40:19,764 DEBUG [org.keycloak.transaction.JtaTransactionWrapper] (Timer-0) JtaTransactionWrapper  commit
